periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,Population 10-14 Year-Old Girls,Women of childbearing age (15â€“49yrs),uid_code,uid_year,,,,
2016,2016,2016,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,35404,,235397,201601_ahwTMNAJvrL,2016_ahwTMNAJvrL,,,,
2016,2016,2016,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,44476,,282486,201601_nK0A12Q7MvS,2016_nK0A12Q7MvS,,,,
2016,2016,2016,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,25134,,170359,201601_uepLTG8wGWJ,2016_uepLTG8wGWJ,,,,
2016,2016,2016,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,45168,,295931,201601_yhCUgGcCcOo,2016_yhCUgGcCcOo,,,,
2016,2016,2016,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,99417,,465678,201601_qKzosKQPl6G,2016_qKzosKQPl6G,,,,
2016,2016,2016,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,19308,,128369,201601_xuFdFy6t9AH,2016_xuFdFy6t9AH,,,,
2016,2016,2016,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,40745,,267245,201601_j8o6iO4Njsi,2016_j8o6iO4Njsi,,,,
2016,2016,2016,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13542,,158359,201601_Ulj33KBau7V,2016_Ulj33KBau7V,,,,
2016,2016,2016,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,11759,,60755,201601_o36zCRjSd4G,2016_o36zCRjSd4G,,,,
2016,2016,2016,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,41980,,272449,201601_tAbBVBbueqD,2016_tAbBVBbueqD,,,,
2016,2016,2016,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,33141,,209133,201601_ihZsJ8alvtb,2016_ihZsJ8alvtb,,,,
2016,2016,2016,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,45297,,301163,201601_wsBsC6gjHvn,2016_wsBsC6gjHvn,,,,
2016,2016,2016,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,41417,,257768,201601_kqJ83J2D72s,2016_kqJ83J2D72s,,,,
2017,2017,2017,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13788,,66748,201701_JsH2bnvNt2d,2017_JsH2bnvNt2d,,,,
2017,2017,2017,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,22759,,172222,201701_mYZacFNIB3h,2017_mYZacFNIB3h,,,,
2017,2017,2017,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4717,,31363,201701_NjWSbQTwys4,2017_NjWSbQTwys4,,,,
2017,2017,2017,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,46699,,378046,201701_Y52XNJ50hYb,2017_Y52XNJ50hYb,,,,
2017,2017,2017,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,27590,,149778,201701_CeLsrJOH0g9,2017_CeLsrJOH0g9,,,,
2017,2017,2017,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,31158,,217677,201701_BoDytkJQ4Qi,2017_BoDytkJQ4Qi,,,,
2017,2017,2017,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,54312,,336596,201701_nrI2khZx3d0,2017_nrI2khZx3d0,,,,
2017,2017,2017,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,38727,,219777,201701_u4t9H8XyU9P,2017_u4t9H8XyU9P,,,,
2017,2017,2017,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,54255,,541378,201701_qKzosKQPl6G,2017_qKzosKQPl6G,,,,
2017,2017,2017,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,44751,,308116,201701_wsBsC6gjHvn,2017_wsBsC6gjHvn,,,,
2017,2017,2017,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,70013,,403195,201701_KGHhQ5GLd4k,2017_KGHhQ5GLd4k,,,,
2017,2017,2017,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,50703,,243153,201701_kqJ83J2D72s,2017_kqJ83J2D72s,,,,
2017,2017,2017,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,12832,,60690,201701_o36zCRjSd4G,2017_o36zCRjSd4G,,,,
2017,2017,2017,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,31779,,266963,201701_ahwTMNAJvrL,2017_ahwTMNAJvrL,,,,
2017,2017,2017,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,32214,,199668,201701_Tvf1zgVZ0K4,2017_Tvf1zgVZ0K4,,,,
2017,2017,2017,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,42513,,273045,201701_tAbBVBbueqD,2017_tAbBVBbueqD,,,,
2017,2017,2017,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,25161,,156358,201701_uepLTG8wGWJ,2017_uepLTG8wGWJ,,,,
2017,2017,2017,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,27088,,235269,201701_kphDeKClFch,2017_kphDeKClFch,,,,
2017,2017,2017,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,20839,,117106,201701_MqnLxQBigG0,2017_MqnLxQBigG0,,,,
2017,2017,2017,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,33563,,237769,201701_t0J75eHKxz5,2017_t0J75eHKxz5,,,,
2017,2017,2017,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,150045,,1473547,201701_jkG3zaihdSs,2017_jkG3zaihdSs,,,,
2017,2017,2017,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,69277,,497761,201701_BjC1xL40gHo,2017_BjC1xL40gHo,,,,
2017,2017,2017,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,34556,,218364,201701_Hsk1YV8kHkT,2017_Hsk1YV8kHkT,,,,
2017,2017,2017,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,46605,,241929,201701_fVra3Pwta0Q,2017_fVra3Pwta0Q,,,,
2017,2017,2017,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78716,,478822,201701_ob6SxuRcqU4,2017_ob6SxuRcqU4,,,,
2017,2017,2017,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,47778,,286671,201701_pZqQRRW7PHP,2017_pZqQRRW7PHP,,,,
2017,2017,2017,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,46496,,283518,201701_nK0A12Q7MvS,2017_nK0A12Q7MvS,,,,
2017,2017,2017,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,22433,,145421,201701_sANMZ3lpqGs,2017_sANMZ3lpqGs,,,,
2017,2017,2017,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,38535,,243350,201701_N7YETT3A9r1,2017_N7YETT3A9r1,,,,
2017,2017,2017,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,27801,,165473,201701_XWALbfAPa6n,2017_XWALbfAPa6n,,,,
2017,2017,2017,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,35088,,225607,201701_HMNARUV2CW4,2017_HMNARUV2CW4,,,,
2017,2017,2017,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,11698,,86137,201701_QyGNX2DpR4h,2017_QyGNX2DpR4h,,,,
2017,2017,2017,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,45698,,241362,201701_R6f9znhg37c,2017_R6f9znhg37c,,,,
2017,2017,2017,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,6972,,38143,201701_bzOfj0iwfDH,2017_bzOfj0iwfDH,,,,
2017,2017,2017,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,35915,,211670,201701_ihZsJ8alvtb,2017_ihZsJ8alvtb,,,,
2017,2017,2017,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14653,,166850,201701_Ulj33KBau7V,2017_Ulj33KBau7V,,,,
2017,2017,2017,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,42600,,257126,201701_j8o6iO4Njsi,2017_j8o6iO4Njsi,,,,
2017,2017,2017,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17060,,125696,201701_xuFdFy6t9AH,2017_xuFdFy6t9AH,,,,
2017,2017,2017,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12725,,108424,201701_T4urHM47nlm,2017_T4urHM47nlm,,,,
2017,2017,2017,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15871,,128192,201701_PFu8alU2KWG,2017_PFu8alU2KWG,,,,
2017,2017,2017,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,51993,,345690,201701_sPkRcDvhGWA,2017_sPkRcDvhGWA,,,,
2017,2017,2017,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,27244,,174099,201701_vvOK1BxTbet,2017_vvOK1BxTbet,,,,
2017,2017,2017,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19662,,201624,201701_ptWVfaCIdVx,2017_ptWVfaCIdVx,,,,
2017,2017,2017,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,13409,,76618,201701_Eey8fT4Im3y,2017_Eey8fT4Im3y,,,,
2017,2017,2017,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,25879,,161837,201701_uyOrcHZBpW0,2017_uyOrcHZBpW0,,,,
2017,2017,2017,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,43428,,258941,201701_mThvosEflAU,2017_mThvosEflAU,,,,
2017,2017,2017,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,42253,,297899,201701_yhCUgGcCcOo,2017_yhCUgGcCcOo,,,,
2018,2018,2018,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,34097,,201819,201801_N7YETT3A9r1,2018_N7YETT3A9r1,,,,
2018,2018,2018,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,44775,,291287,201801_pZqQRRW7PHP,2018_pZqQRRW7PHP,,,,
2018,2018,2018,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7168,,43931,201801_bzOfj0iwfDH,2018_bzOfj0iwfDH,,,,
2018,2018,2018,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,19301,,120579,201801_MqnLxQBigG0,2018_MqnLxQBigG0,,,,
2018,2018,2018,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,48613,,292161,201801_R6f9znhg37c,2018_R6f9znhg37c,,,,
2018,2018,2018,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19388,,168803,201801_sANMZ3lpqGs,2018_sANMZ3lpqGs,,,,
2018,2018,2018,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,29869,,167332,201801_XWALbfAPa6n,2018_XWALbfAPa6n,,,,
2018,2018,2018,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,157779,,1551751,201801_jkG3zaihdSs,2018_jkG3zaihdSs,,,,
2018,2018,2018,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,35467,,224004,201801_Hsk1YV8kHkT,2018_Hsk1YV8kHkT,,,,
2018,2018,2018,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,47462,,289424,201801_nK0A12Q7MvS,2018_nK0A12Q7MvS,,,,
2018,2018,2018,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,28028,,278804,201801_kphDeKClFch,2018_kphDeKClFch,,,,
2018,2018,2018,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,18109,,130076,201801_xuFdFy6t9AH,2018_xuFdFy6t9AH,,,,
2018,2018,2018,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,35391,,245602,201801_t0J75eHKxz5,2018_t0J75eHKxz5,,,,
2018,2018,2018,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,70084,,506430,201801_BjC1xL40gHo,2018_BjC1xL40gHo,,,,
2018,2018,2018,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,28403,,175023,201801_vvOK1BxTbet,2018_vvOK1BxTbet,,,,
2018,2018,2018,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,52611,,252635,201801_kqJ83J2D72s,2018_kqJ83J2D72s,,,,
2018,2018,2018,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,47067,,287954,201801_tAbBVBbueqD,2018_tAbBVBbueqD,,,,
2018,2018,2018,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,35226,,230423,201801_ihZsJ8alvtb,2018_ihZsJ8alvtb,,,,
2018,2018,2018,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,11055,,90306,201801_QyGNX2DpR4h,2018_QyGNX2DpR4h,,,,
2018,2018,2018,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,41169,,273787,201801_ahwTMNAJvrL,2018_ahwTMNAJvrL,,,,
2018,2018,2018,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,15051,,170198,201801_Ulj33KBau7V,2018_Ulj33KBau7V,,,,
2018,2018,2018,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13237,,62611,201801_o36zCRjSd4G,2018_o36zCRjSd4G,,,,
2018,2018,2018,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,80643,,529710,201801_ob6SxuRcqU4,2018_ob6SxuRcqU4,,,,
2018,2018,2018,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,49246,,251199,201801_fVra3Pwta0Q,2018_fVra3Pwta0Q,,,,
2018,2018,2018,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,28483,,154627,201801_CeLsrJOH0g9,2018_CeLsrJOH0g9,,,,
2018,2018,2018,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,47079,,328050.57,201801_wsBsC6gjHvn,2018_wsBsC6gjHvn,,,,
2018,2018,2018,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,65489,,394095,201801_KGHhQ5GLd4k,2018_KGHhQ5GLd4k,,,,
2018,2018,2018,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,22261,,168130,201801_uyOrcHZBpW0,2018_uyOrcHZBpW0,,,,
2018,2018,2018,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,13549,,77418,201801_Eey8fT4Im3y,2018_Eey8fT4Im3y,,,,
2018,2018,2018,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,54809,,556662,201801_qKzosKQPl6G,2018_qKzosKQPl6G,,,,
2018,2018,2018,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,43350,,257063,201801_j8o6iO4Njsi,2018_j8o6iO4Njsi,,,,
2018,2018,2018,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,17356,,179797,201801_mYZacFNIB3h,2018_mYZacFNIB3h,,,,
2018,2018,2018,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19111,,216037,201801_ptWVfaCIdVx,2018_ptWVfaCIdVx,,,,
2018,2018,2018,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,31325,,225154.3,201801_BoDytkJQ4Qi,2018_BoDytkJQ4Qi,,,,
2018,2018,2018,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,24683,,182851,201801_uepLTG8wGWJ,2018_uepLTG8wGWJ,,,,
2018,2018,2018,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,46235,,376027,201801_Y52XNJ50hYb,2018_Y52XNJ50hYb,,,,
2018,2018,2018,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15013,,143763,201801_PFu8alU2KWG,2018_PFu8alU2KWG,,,,
2018,2018,2018,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,22589,,198285,201801_Tvf1zgVZ0K4,2018_Tvf1zgVZ0K4,,,,
2018,2018,2018,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34023,,294619,201801_yhCUgGcCcOo,2018_yhCUgGcCcOo,,,,
2018,2018,2018,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,38993,,223543,201801_u4t9H8XyU9P,2018_u4t9H8XyU9P,,,,
2018,2018,2018,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,44837,,267913,201801_mThvosEflAU,2018_mThvosEflAU,,,,
2018,2018,2018,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,,,30866,201801_NjWSbQTwys4,2018_NjWSbQTwys4,,,,
2018,2018,2018,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,57736,,347094,201801_nrI2khZx3d0,2018_nrI2khZx3d0,,,,
2018,2018,2018,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,45845,,292342,201801_sPkRcDvhGWA,2018_sPkRcDvhGWA,,,,
2018,2018,2018,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,14258,,69024,201801_JsH2bnvNt2d,2018_JsH2bnvNt2d,,,,
2018,2018,2018,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,35596,,229615,201801_HMNARUV2CW4,2018_HMNARUV2CW4,,,,
2018,2018,2018,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12983,,110528,201801_T4urHM47nlm,2018_T4urHM47nlm,,,,
2019,2019,2019,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78781,,547333,201901_ob6SxuRcqU4,2019_ob6SxuRcqU4,,,,
2019,2019,2019,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4710,,31873,201901_NjWSbQTwys4,2019_NjWSbQTwys4,,,,
2019,2019,2019,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,13770,,74780,201901_Eey8fT4Im3y,2019_Eey8fT4Im3y,,,,
2019,2019,2019,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,19275,,184218,201901_mYZacFNIB3h,2019_mYZacFNIB3h,,,,
2019,2019,2019,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,14735,,71266,201901_JsH2bnvNt2d,2019_JsH2bnvNt2d,,,,
2019,2019,2019,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,59491,,358489,201901_nrI2khZx3d0,2019_nrI2khZx3d0,,,,
2019,2019,2019,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19434,,220478,201901_ptWVfaCIdVx,2019_ptWVfaCIdVx,,,,
2019,2019,2019,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,50341,9775,260247,201901_fVra3Pwta0Q,2019_fVra3Pwta0Q,,,,
2019,2019,2019,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,26836,,158906,201901_CeLsrJOH0g9,2019_CeLsrJOH0g9,,,,
2019,2019,2019,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,27640,,170865,201901_uyOrcHZBpW0,2019_uyOrcHZBpW0,,,,
2019,2019,2019,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,31914,16989,229348,201901_u4t9H8XyU9P,2019_u4t9H8XyU9P,,,,
2019,2019,2019,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,33360,,201282,201901_Tvf1zgVZ0K4,2019_Tvf1zgVZ0K4,,,,
2019,2019,2019,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,29742,,228300,201901_BoDytkJQ4Qi,2019_BoDytkJQ4Qi,,,,
2019,2019,2019,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,44816,,382516,201901_Y52XNJ50hYb,2019_Y52XNJ50hYb,,,,
2019,2019,2019,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,37966,,252208,201901_t0J75eHKxz5,2019_t0J75eHKxz5,,,,
2019,2019,2019,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,43977,,260016,201901_j8o6iO4Njsi,2019_j8o6iO4Njsi,,,,
2019,2019,2019,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,28978,,288258,201901_kphDeKClFch,2019_kphDeKClFch,,,,
2019,2019,2019,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,25247,,187255,201901_uepLTG8wGWJ,2019_uepLTG8wGWJ,,,,
2019,2019,2019,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,56783,,569641,201901_qKzosKQPl6G,2019_qKzosKQPl6G,,,,
2019,2019,2019,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,41355,,238666,201901_ihZsJ8alvtb,2019_ihZsJ8alvtb,,,,
2019,2019,2019,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,15396,,174772,201901_Ulj33KBau7V,2019_Ulj33KBau7V,,,,
2019,2019,2019,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,23225,,280660,201901_ahwTMNAJvrL,2019_ahwTMNAJvrL,,,,
2019,2019,2019,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,9926,,64311,201901_o36zCRjSd4G,2019_o36zCRjSd4G,,,,
2019,2019,2019,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,48395,,385843,201901_wsBsC6gjHvn,2019_wsBsC6gjHvn,,,,
